id,id_prompt,essay_title,essay_text,grades,essay_year,adjective_ratio,adverbs,content_words,flesch,function_words,sentences_per_paragraph,syllables_per_content_word,words_per_sentence,noun_ratio,paragraphs,sentences,words,pronoun_ratio,verbs,logic_operators,and_ratio,if_ratio,or_ratio,negation_ratio,cw_freq,cw_freq_brwac,cw_freq_bra,min_cw_freq,min_cw_freq_brwac,min_freq_brwac,min_cw_freq_bra,min_freq_bra,freq_brwac,freq_bra,hypernyms_verbs,brunet,honore,personal_pronouns,ttr,conn_ratio,add_neg_conn_ratio,add_pos_conn_ratio,cau_neg_conn_ratio,cau_pos_conn_ratio,log_neg_conn_ratio,log_pos_conn_ratio,tmp_neg_conn_ratio,tmp_pos_conn_ratio,adjectives_ambiguity,adverbs_ambiguity,nouns_ambiguity,verbs_ambiguity,yngve,frazier,dep_distance,cross_entropy,content_density,adjacent_refs,anaphoric_refs,adj_arg_ovl,arg_ovl,adj_stem_ovl,stem_ovl,adj_cw_ovl,lsa_adj_mean,lsa_adj_std,lsa_all_mean,lsa_all_std,lsa_paragraph_mean,lsa_paragraph_std,lsa_givenness_mean,lsa_givenness_std,lsa_span_mean,lsa_span_std,negative_words,positive_words,ratio_function_to_content_words
8.html,o-brasil-e-os-imigrantes-no-mundo-contemporaneo,Divergência de opiniões,"Torna-se notável o aumento de imigrantes venezuelanos no Brasil nos últimos anos. Fato que fomenta diversas discussões e gera posicionamentos de políticos e pessoas influentes, visto que haja aqueles que colocam-se contra e outros a favor acerca do assunto.
O Brasil, como país integrante da Organização das Nações Unidas (ONU) concorda e executa, ou pelo menos deveria executar planos de ações humanitárias e zelas e defender os Direitos Humanos estabelecidos por acordos globais entre países. Entretanto, muitos brasileiros, inclusive influências nacionais, repudiam a entrada de estrangeiros em nosso país e alegam a facilidade de terrorismos ou pela dificuldade econômica de abrigar cada vez mais imigrantes e, de alguma forma, desfavorecer os que daqui são de origem. Fatores como esses são geradores de xenofobia, tanto no Brasil quanto em outros países, transformando-se em um problema global e que afeta centenas de milhares de pessoas.
Em contradição, há aquelas pessoas que dão moradia, refeições e oportunidades de trabalho assalariado. Pessoas essas que que se solidarizam e percebem em cada imigrante a dor de deixar seu país casa em busca de uma melhor condição de vida. As mesmas pessoas que acreditam em um país e um mundo melhor e que, para isso, é preciso abrir mão do pouco que se tem para ajudar quem nada tem.
Diante dessa divergência de opiniões que vêm ocasionando conflitos no mundo contemporâneo, é dever do Governo e, consequentemente, da administração de cada país que decidam, da maneira mais justa possível, analisando os prós e contras das situações, se o país aceitará a entrada de imigrantes ou não. Se sim, criando leis e órgãos que prezem pela boa condição do imigrante e certifique-se que o mesmo respeite e tenha um convívio agradável com aquela nação, com fiscalização constante e controle de entradas. Assim, será evitado diversos problemas que estão ocorrendo em razão da imigração, os imigrantes poderão viver suas vidas passivamente e o país desenvolver-se normalmente.",[160 160 160 160 120 760],2019,0.06289,0.03459,0.54403,30.0734,0.45597,2.75,3.00578,28.90909,0.30503,4,11,318,0.13208,0.14151,0.08491,0.06289,0.00629,0.00943,0.00314,285675.78035,4.53582,4.74992,1555.81818,2.25136,2.22255,2.59473,2.59473,5.53895,5.69701,0.55814,11.08772,1464.65587,0.0,0.72904,0.10692,0.00314,0.07547,0.0,0.03774,0.00314,0.03459,0.0,0.00629,3.0,2.0,3.32967,9.0,3.08032,8.72727,67.36364,0.51168,1.1931,0.0,0.0,2.7,2.4,1.6,1.47273,1.1,0.8679,0.06907,0.85245,0.06975,0.93364,0.02257,0.89683,0.07528,0.91132,0.07863,0.24277,0.57803,0.83815
18.html,ciencia-tecnologia-e-superacao-dos-limites-humanos,Assim caminha a humanidade,"A humanidade está fadada a superar seus limites. É assim desde os primórdios. Afinal, não partimos de tecnologias rudimentares à base de pedras lascadas e chegamos à nanotecnologia?
Todavia, infelizmente, os avanços da ciência não contemplam todos. Não é difícil encontrar pessoas sem acesso a coisas básicas, como água tratada, por exemplo; que dirá tecnologias de ponta, então?
Na hipótese de uma eventual revolução transumanista, não seria diferente. Apenas parte da humanidade, aquela parcela de sempre, a que pode pagar, usufruiria dos avanços científicos.
Além, é óbvio, do complexo industrial-militar industrial militar. O antigo sonho do super soldado seria, enfim, por eles realizado. Não causaria surpresa alguma, se outro louco tentasse dominar o mundo com seu super exército.
A história se repete, revolução após revolução. Ingenuidade acreditar que, dessa vez, tudo seria diferente, que não haveria marginalizados e que essa tecnologia não seria mal empregada.",[160 120 120 160   0 560],2019,0.10345,0.12414,0.66207,28.27938,0.33793,2.4,3.03125,12.08333,0.24138,5,12,145,0.10345,0.1931,0.06897,0.01379,0.0069,0.0,0.04828,588363.04167,4.8117,4.77813,2216.5,2.68325,2.68325,2.71083,2.71083,5.43092,5.44244,0.5,9.99366,1156.33188,0.00957,0.80435,0.09655,0.0069,0.03448,0.0,0.04828,0.0,0.04828,0.0,0.02759,3.0,1.6,3.31429,8.63636,2.53418,7.41667,25.75,0.57622,1.95918,0.0,0.18182,0.0,0.10606,0.54545,0.74242,0.36364,0.79145,0.07362,0.78617,0.08071,0.92349,0.01208,0.8559,0.07606,0.8758,0.06483,0.22917,0.625,0.51042
7.html,o-brasil-e-os-imigrantes-no-mundo-contemporaneo,O Brasil e a questão imigratória,"É indubitável que à polêmica acerca de imigrantes no Brasil vêm crescendo majoritariamente, em sua maioria imigram por diversas causas, em consequência de crises políticas, governos ditatoriais, catástrofes naturais, condições humanas precárias em seus países de origem, mas, acima de tudo, buscando melhores condições de vida e trabalho.
Como supracitados anteriormente, eles buscam melhores condições de vida, sendo assim, torna-se necessário desvencilhar-se da visão preconceituosa que tanto nos assola, uma vez que, os brasileiros ainda na atualidade são contra a entrada de imigrantes por um medo descomunal do roubo acerca de seus ofícios, é de grande relevância lembrar que nosso país foi constituído de emigrantes portugueses, holandeses, entre outros, causando grande miscigenação e diversos valores em todo o Brasil. Por fim, é preciso que o governo hodierno adote políticas positivas acerca dessa conjuntura, auxiliando esses povos e garantindo a segurança dos mesmos. ",[120 160 120 120  80 600],2019,0.12676,0.03521,0.56338,-8.32523,0.43662,1.5,3.2875,47.33333,0.28169,2,3,142,0.10563,0.11972,0.02817,0.02113,0.0,0.0,0.0,410626.275,4.49631,4.71685,34.66667,1.15767,1.15767,2.046,2.046,5.37575,5.54761,0.5625,9.89749,1354.6756,0.01,0.80256,0.07042,0.01408,0.04225,0.0,0.03521,0.00704,0.02113,0.0,0.00704,4.33333,3.5,3.86486,8.25,3.68051,9.0,163.0,0.45075,1.29032,1.5,1.5,3.0,2.0,6.0,5.0,4.0,0.93878,0.01231,0.93677,0.0,0.96,0.0,0.94554,0.00556,0.94625,0.00485,0.2,0.75,0.775
5.html,ciencia-tecnologia-e-superacao-dos-limites-humanos,Evidente é o desenvolvimento,"Evidente é o desenvolvimento da ciência e da tecnologia, que vem ajudando o ser humano desde sua criação. Quanto mais diário os seus usos se tornam, mais à incorporamos. Uma sociedade controlada pela tecnologia criada pode estar mais próxima do que se parece.
Desde a descorta da ciência e a criação da tecnologia, a humanidade esta cada vez mais desenvolvida e com isso o ser humano se deixa mais favorável a à utilização de novas tecnologias todo dia. Sair sem o celular de casa começa a ser deseperador, seu uso ja é tão concreto que a sua não utilização causa a sensação de que falta algo. Se a sua utilização compulsiva nós deixar favorável à implementação de chips e partes robóticas, pode ser o início visível de algo desconhecido assim deixando somente a elite a favor de tal coisa.
Portanto a sua utilização deve ser moderada, e o seu desenvolvimento em laboratórios sempre supervisionado para não a deixarem controlar-los e deixarem sua ganância subir a cabeça e os consumir por completo.",[120 120  80 120  40 480],2019,0.07018,0.07018,0.54971,38.01895,0.45029,2.33333,3.02128,24.42857,0.22807,3,7,171,0.1345,0.18129,0.05848,0.04094,0.00585,0.0,0.0117,513718.69149,4.81569,4.92363,2427.28571,1.49986,1.49986,1.75714,1.75714,5.68245,5.7914,0.5,10.99116,876.02155,0.00833,0.67208,0.09942,0.0,0.04678,0.0,0.05848,0.0,0.04094,0.0,0.00585,2.72727,3.1,3.19444,11.24,2.721,7.21429,52.71429,0.53679,1.22078,0.16667,0.33333,1.66667,1.33333,3.0,2.38095,1.83333,0.89976,0.0426,0.89636,0.03652,0.95969,0.00865,0.9235,0.04378,0.92991,0.04504,0.28723,0.45745,0.81915
14.html,preservacao-da-amazonia-desafio-brasileiro-ou-internacional,O dilema que circunda a preservação da floresta amazônica,"A floresta amazônica é maior floresta equatorial do mundo e sua maior parte está no território brasileiro. Após a promoção do povoamento da região norte foi implantado varias politicas de atração de investimento que subsidiaria expansão da região. Portanto, observa-se diante da intensa atividade antrópica na região tem ocasionado problemas ambientais sérios, as queimadas e desmatamento e entre outros; colocando em risco a fauna, flora, e posterior o aquecimento do planeta.
Por conseguinte, há uma necessidade de interferir em frente aos desastres ambientais causados pela ação antrópica que tem deteriorado grande parte da floresta amazônica. Os estudos apontam que há uma urgência de controlar e sanar os danos que a floresta vem sofrendo, e assim preservar fauna e flora daquela região; são necessário medidas tente assegurar à preservação e impedirem de ataques a floresta.
Todavia, as queimadas no norte do Brasil têm preocupado todos, por ser uma floresta de grande valia no equilíbrio do planeta. Após as polêmicas que geraram entorno da preservação, há um dilema que permeia na sociedade no diz respeita a preservação quem dever garantir; o governo do Brasil ou uma conjuntura de governos de outros países? O Brasil tem grande potencial de adotar medidas que promova a preservação da floresta e assim usufruir do patrimônio de forma sustentável.
Contudo, é preciso que as politicas ambientais proporcionem bem-estar da floresta, assegurando a preservação rigidamente; o governo brasileiro e a sociedade tome consciência do patrimônio que tem. A sociedade reivindicar das autoridades promoção da educação ambiental para pessoas que reside na região e as indústria que se pretende instalar adotar medidas sustentáveis. As fiscalizações sejam constantes, e assim vise o ambiente livre de queimadas, desmatamento e etc.",[120 120 160 120 160 680],2019,0.10394,0.01792,0.60215,19.62639,0.39785,2.75,3.19048,25.36364,0.30108,4,11,279,0.05735,0.17921,0.05018,0.04659,0.0,0.00358,0.0,241162.54762,4.57093,4.74703,1069.72727,2.124,2.124,3.024,3.024,5.51944,5.64302,0.77551,11.68247,844.84509,0.0,0.70394,0.08602,0.00717,0.05735,0.00358,0.02509,0.00358,0.02867,0.0,0.01792,4.18519,0.75,2.79268,8.44444,2.88435,7.90909,50.81818,0.48483,1.51351,0.0,0.0,2.0,1.8,2.0,1.89091,1.9,0.8764,0.07243,0.84915,0.06552,0.95015,0.00875,0.89943,0.05512,0.91783,0.05875,0.33333,0.6369,0.66071
17.html,universidade-em-crise-quem-paga-a-conta,Em busca dos seus direitos,"Há alguns dias os jovens estão passando por um caso muito democrático, pois seus direitos estão sendo bastante, prejudicado.
Por tanto nem todo mundo tem condições exatas para poder pagar ou entrar em uma Universidade.
Exatamente durante o mês de maio foi onde ocorreu, varios debates sobre o assunto, onde alguns são a favor e outros contra a Universidade ser de gratuita. Mais se todos aparecem pra observa direito, com os estudos de Universidade grátis teria no Brasil mais jovens, qualificados trabalhando no mercado livre, É através dessas decisões e atitudes que a maioria dos jovens nao tem nem por começo o Português atualizado, se os mais ricos paracem de se importa com si mesmo, e observacem ao seu redor a população mais prejudicada que são a comunidade mais humilde, mais sincera e que sempre correr atrás dos seus direitos. Se pelo menos os jovens da população, mais pobre podecem ser ouvidos teria menos confusão e mais Jovens formados em Universidade e com o diploma na mão.
Tudo isso e só falta de diálogo e atitudes decentes!!",[ 80 120  80 120  80 480],2019,0.06215,0.10169,0.58192,44.88864,0.41808,1.75,2.70874,25.28571,0.23729,4,7,177,0.09605,0.18079,0.0678,0.0452,0.01695,0.00565,0.0113,744101.23301,4.74154,5.07104,1739.0,1.929,1.929,2.30817,2.30817,5.53838,5.75199,0.37037,10.58199,939.33169,0.0,0.73474,0.12429,0.0,0.05085,0.0,0.0565,0.0113,0.03955,0.0,0.00565,4.63636,4.23077,2.69231,13.3913,2.20602,6.57143,73.28571,0,1.39189,0.0,0.0,0.66667,0.61905,3.16667,1.80952,2.66667,0.73549,0.33124,0.62345,0.39122,0.89624,0.0361,0.75897,0.34084,0.76228,0.34216,0.41748,0.43689,0.71845
1.html,agrotoxicos-ou-defensivos-agricolas-dois-nomes-e-uma-polemica,Agrotóxico e suas consequências,"Os agrotóxicos, ou pesticidas como alguns preferem, são produtos que fortalecem o desenvolvimento das plantas, evitando que elas sejam atingidas por pestes e que deixam elas mais formosas. O problema começa quando esses produtos começam a causar problemas aos seres vivos, assim como é retratado no livro ""Primavera Silenciosa"", de Rachel Carson.
A partir do momento em que o agrotóxico entra em contato com o solo, com lagoas ou córregos, ele pode prejudicar os animais selvagens, domésticos e os seres humanos que consomem o alimento ou a água contaminada por ele, levando quem o consumiu a ser contaminado também.
Apesar do agrotóxico ter as suas vantagens, o fato de que ele é prejudicial à saúde é inegável e indiscutível. Só que a maioria das industrias químicas e dos agricultores estão mais preocupados nos lucros que eles vão ter em cima dos produtos que eles vendem do que nas consequências do uso dos pesticidas.
Os agricultores deveriam usar outros recursos para proteger suas plantações, como produtos que, ao mesmo tempo que protegessem suas plantações, não fizessem mal para os seres que ali viver nem que contaminasse as águas de rios, oceanos e córregos que ali se encontram.",[160  40  40 120  40 400],2019,0.04592,0.05102,0.52551,35.25588,0.47449,1.5,2.94175,32.66667,0.23469,4,6,196,0.12755,0.19388,0.04592,0.02551,0.0,0.01531,0.0051,386807.52427,4.55681,4.62634,457.66667,2.122,2.122,2.71267,2.71267,5.54124,5.64378,0.51351,10.79968,924.2968,0.04186,0.7301,0.09694,0.0,0.05612,0.0,0.04592,0.0051,0.03571,0.0,0.01531,3.22222,3.0,2.75,9.75,3.2357,8.58333,72.0,0.49958,1.10753,1.6,5.8,2.6,3.06667,3.0,2.66667,1.2,0.89139,0.01901,0.89513,0.00665,0.91937,0.01301,0.92076,0.02551,0.92258,0.02714,0.33981,0.58252,0.90291
0.html,a-fe-e-decisiva-para-uma-vida-melhor,O estudo é a base para melhorar de vida,"Com os avanços que a sociedade deu em tecnologia, nas últimas décadas, o estudo se tornou indispensável para quem deseja progredir na vida. Apesar disso, recente pesquisa realizada pela Datafolha demonstra que o brasileiro considera ele segundo plano em comparação com a fé religiosa.
A rede mundial de computadores, desde sua criação nos anos 89 e 90, trouxe consigo muitas tecnologias e avanços em muitas áreas como na Medicina, na indústria e no serviço público. Nos hospitais e Laboratórios, os equipamentos modernos, como os de ressonância magnética, auxiliam muito no tratamento e prevenção da Saúde. Na indústria automobilística, os robôs assumem os postos de trabalhadores, que, outrora, eram de pessoas. Já no serviço público, os processos, do poder judiciário, por exemplo, são, em sua maioria, totalmente eletrônicos.
Pelo exposto, os profissionais que desejam atuar nessas e em diversas outras áreas necessitam de qualificação adequada, ou seja, estudo. Ademais, não basta tê-lo de forma superficial, é necessário o maior número de conhecimento possível na área em que se deseja atuar.
Nesse contexto, e, pensando num futuro ainda mais avançado com tecnologias em todos os setores da economia, fica evidente que o estudo é pilar fundamental para quem queira melhorar de vida.
Por fim, apesar dos brasileiros serem religiosos, em sua maioria, e terem fé em Deus, não se pode esperar que a religião, através dessa fé, possa substituir a busca individual da qualificação, do conhecimento e da Inteligência, que levará o indivíduo a alcançar os sonhos e planos traçados para a vida.",[160 200 200 160 160 880],2019,0.08765,0.05976,0.58167,27.53141,0.41833,2.0,3.09589,25.1,0.28685,5,10,251,0.09163,0.14741,0.04781,0.03984,0.0,0.0,0.00797,392963.50685,4.73346,4.97563,4046.8,1.9307,1.9307,3.3755,3.3755,5.61808,5.77066,0.51429,10.95803,1031.21114,0.00237,0.77013,0.11952,0.00398,0.05976,0.00398,0.05976,0.00797,0.03984,0.0,0.00398,2.04545,3.22222,3.47059,7.96875,2.91314,8.05,59.7,0.461,1.39048,0.22222,0.66667,0.22222,0.73333,0.77778,0.82222,0.33333,0.81454,0.10297,0.81089,0.10027,0.9095,0.0206,0.87393,0.06891,0.8866,0.06776,0.17123,0.60959,0.71918
9.html,criptomoeda-tecnologia-e-revolucao-economica,A facilidade nas transações ilegais,"O Famoso bitcoin é uma forma de dinheiro eletrônico, são moedas virtuais criptografadas que possuem gestão descentralizada, ou seja, não são controladas por nenhum banco ou governo. Tem como função primordial a compra e venda de produtos e serviços online, de maneira rápida e segura. Entretanto, a falta de centralização e controle estatal torna essa moeda acessível a compra e vendas ilegais. Dessa forma, é imprescindível salientar o impacto dessa tecnologia nas transações financeiras.
Em primeiro ponto, vale a ressalva de que um dos fatores positivos do uso dessa criptomoeda é a facilitação do processo de compra e pagamento, sem a necessidade de manuseio de cédulas, além disso as transações com bitcoins evitam a necessidade de conversão monetária ao se realizar a aquisição de produtos de países estrangeiros. Por fim sua descentralização torna-se um dinheiro desprovido de impostos e taxas bancarias.
Todavia, os bitcoins também possui lados negativos. Necessita-se enfatizar que a moeda virtual não é emitida por nenhum Banco Central, ou seja, compradores e vendedores criminosos, podem utilizar desse meio de pagamento para comercializar materiais ilícitos como drogas armas de fogo, vendas de órgãos, entre outros. Assim sendo, da utilização dessa tecnologia sem a devida regulamentação estatal deixará brechas para os crimes do mercado ilegal.
Portanto, Torna-se evidente que, por mais que as criptomoedas tenham pontos positivos, a liberdade de seu uso sem devida regulamentação, poderá facilitar o crescimento do comercio ilegal. O Fundo Monetário Internacional (FMI), junto ao governo federal de cada país, precisam vincular aos bancos centrais a regulamentação da moeda virtual, criando departamentos para formaliza-lo com intuito de investigar transações ilegais ou duvidosas. Dessa maneira, as compras e vendas ilegais serão suprimidas e os usuários ainda poderão desfrutar dos serviços de pagamento online e da especulação financeira.",[160 160 120 160 160 760],2019,0.1134,0.04124,0.62199,22.1697,0.37801,3.0,3.07182,24.25,0.34021,4,12,291,0.05842,0.12715,0.05155,0.0378,0.0,0.00687,0.00687,325473.45304,4.54762,4.63872,1672.66667,2.31258,2.31258,1.8895,1.8895,5.4159,5.49826,0.97143,11.16499,895.04684,0.0,0.78911,0.10653,0.01031,0.06873,0.0,0.04467,0.00687,0.0378,0.0,0.00344,2.58065,3.16667,3.14773,7.96667,2.91871,7.75,55.66667,0.49255,1.64545,0.18182,0.72727,0.54545,0.60606,1.09091,1.30303,0.72727,0.86208,0.04659,0.85868,0.0238,0.9577,0.00499,0.90791,0.0376,0.91646,0.0372,0.40331,0.51381,0.60773
9.html,supremo-tribunal-federal-e-opiniao-publica,A insatisfação com a Cúpula do Judiciário,"O Supremo Tribunal Federal - STF, órgão máximo do poder judiciário e guardião da Constituição, tem como função precípua julgar ações do Estado brasileiro, bem como determinar o que está correto e o que não está correto, de acordo com o que dispõe a carta magna. Entretanto, atualmente, a atuação do órgão tem gerado um sentimento de descontentamento na população brasileira. Nesse contexto, a mídia tem evidenciado o protagonismo dessa instituição e cidadãos tem utilizado as redes sociais para expor sua insatisfação em relação as decisões proferidas pela Suprema Corte.
Primeiramente cabe ressaltar que o STF, nos últimos anos, esteve envolvido em diversos acontecimentos que causaram comoção no Brasil, como por exemplo, o impeachment de Dilma e na prisão do ex-presidente Lula. No entanto, o Supremo tem tomado decisões que viola os princípios da democracia e não se coaduna com as normas da Constituição Federal. Assim, de forma análogo ao um Rei absolutista do Século XVI, a Suprema corte tem censurado os meios de comunicação, vem suspendendo investigações contra seus membros e não tem respeitado a separação dos poderes, visto que recentemente a Corte tipificou a homofobia como crime.
Como reflexo disso, a população brasileira não está satisfeita com a atuação do órgão máximo do judiciário. No uso do seu direito de poder manifestar, o povo brasileiro tem utilizado as redes sociais e até mesmo manifestação nas ruas, como a que aconteceu em novembro de 2019, para mostrar sua indignação. Pesquisas revelam que cerca de 39% da população está insatisfeita com STF e muitos pedem o impeachment de diversos membros da Corte.
Desse modo fica evidente que a atuação do Supremo Tribunal Federal não tem agradado aos brasileiros. Faz-se necessário que o Supremo atue de forma mais justa e imparcial e cumpra fielmente a Constituição e a Lei as leis. Somado a isso a separação de poderes proposta por Montesquieu deve ser respeitada para que não haja abuso de poder. Dessa forma, sociedade brasileira poderá ser mais democrática.",[160 160 160 160 120 760],2020,0.06402,0.05488,0.59451,35.45504,0.40549,3.25,2.88205,25.23077,0.30793,4,13,328,0.07622,0.16768,0.05183,0.03354,0.0,0.0,0.01829,383171.42051,4.52468,4.85151,1850.69231,1.71062,1.71062,2.67246,2.67246,5.44579,5.68713,0.5098,11.72132,900.68284,0.0,0.76777,0.10671,0.00305,0.06707,0.00305,0.05488,0.0061,0.04268,0.0,0.0122,2.14286,2.28571,4.2809,11.41463,2.82326,7.03846,57.0,0.52671,1.46617,0.0,0.0,0.25,0.76923,1.25,1.80769,0.83333,0.87956,0.02011,0.87577,0.02472,0.94555,0.01031,0.91942,0.02624,0.93488,0.02845,0.28205,0.45641,0.68205
7.html,preservacao-da-amazonia-desafio-brasileiro-ou-internacional,Floresta Amazônica: um problema global,"A série ""Aruanas"" narra a história de três mulheres líderes de uma ONG, que lutam pelos direitos de preservação da floresta amazônica.
Infelizmente o problema retratado pela série também existe na vida real. Dados mostram que o desmatamento não é um problema recente, que 17% da floresta amazônica desapareceu durante os últimos 50 anos. De acordo com o INPE, em cada 100 incêndios 99 % são de causa criminosa.
Vale ressaltar que o território da Amazônia é essencial para controle da temperatura no planeta, e ao serem queimadas essas árvores liberam gás carbônico para a atmosfera o que agrava ainda mais o aquecimento global. Então pode-se afirmar que o problema não é apenas interno, uma vez que todas essas florestas ajudam também a manter o equilíbrio do clima geral.
Como resolver essa situação difícil? É preciso que os países vizinhos estejam dispostos a contribuir com o Brasil no combate à queimadas e ao desmatamento ilegal. Toda ajuda é necessária para o reflorestamento da Amazônia já que o Brasil não possui verba suficiente para resolver o problema de forma efetiva. Assim as fiscalizações, o controle de queimadas e a punição a empresas clandestinas que desmatam de forma ilegal vão ser intensificados.",[200  40  40 120  40 440],2019,0.0995,0.05473,0.58209,41.55589,0.41791,2.5,2.90598,20.1,0.27363,4,10,201,0.04975,0.15423,0.03483,0.01493,0.0,0.0,0.01493,497775.79487,4.64829,4.7855,4041.1,2.0261,2.0261,2.4202,2.4202,5.44466,5.57427,0.60714,10.78848,1024.52514,0.0,0.7599,0.08955,0.00498,0.03483,0.0,0.04975,0.00498,0.03483,0.0,0.01493,3.15,3.375,2.85714,7.77778,2.60499,6.8,41.6,0.51644,1.39286,0.0,0.0,0.66667,0.42222,1.0,1.02222,0.77778,0.83814,0.04195,0.82241,0.05771,0.90879,0.03423,0.87633,0.0487,0.89416,0.05485,0.37607,0.49573,0.71795
14.html,a-fe-e-decisiva-para-uma-vida-melhor,Desejo pelo Sucesso,"Hoje em dia a maioria dos brasileiros veem a fé religiosa como o meio mais provável de alcançar o sucesso na vida, isso pode estar ligado ao de que essas pessoas não encontram na forma de ensino das escolas algo atrativo que traga oportunidades para que elas possam ter um futuro próspero.
Bom, essa forma de pensamento está enraizada na cultura brasileira desde o século XVII, onde as pessoas buscavam intensamente a religiosidade para se obter a salvação e sucesso na vida; mesmo vivendo em completa desarmonia entre a vida religiosa e os prazeres da vida terrena, essa desarmonia ficava por conta do Cultismo e o Conceptismo; o fato de as pessoas acreditarem mais na religiosidade do que na educação não deve ser encarado como um problema desde que não abandonem completamente a educação para se dedicar completamente a vida religiosa, mesmo sendo preciso para a mentalidade humana acreditar numa coisa positiva.
Para que se evite possíveis ""desarmonias"" é necessário o empenho do ministério da educação desenvolver campanhas que incentivem e valorizem a educação como um dos principais pilares para um futuro próspero sem ferir as crenças da população, já que algo que as incentivam na vida. Como por exemplo no estado de Alagoas onde foi criado o sistema de escolas integradas que desenvolvem atividades que ofertam cursos profissionalizantes para os alunos que começam a ver a escola como um local que iram aprender algo a mais além das disciplinas tradicionais já que mercado de trabalho não fica satisfeito apenas o tradicional mas sim com o diferenciado.",[120 160 120 120 160 680],2019,0.07782,0.07004,0.55253,-8.62155,0.44747,1.33333,3.11972,64.25,0.24903,3,4,257,0.08171,0.15564,0.03502,0.01556,0.0,0.0,0.01556,381146.26761,4.79635,4.85782,64.0,1.35625,1.35625,1.9375,1.9375,5.68796,5.77979,0.62162,11.36134,944.94746,0.00297,0.70595,0.10895,0.00389,0.03891,0.0,0.07004,0.0,0.06615,0.0,0.01167,3.3,2.5,4.31148,7.91176,4.15385,9.0,156.25,0.43666,1.23478,0.0,0.0,9.0,6.0,9.33333,6.5,7.0,0.93377,0.01386,0.93518,0.0,0.94028,0.01299,0.9454,0.00651,0.95438,0.00304,0.21831,0.60563,0.80986
13.html,a-ciencia-na-era-da-pos-verdade,Fatos que desaparecem,"A ciência passou por constantes descobertas ao longo dos anos e atualmente está no seu auge junto à tecnologia, ela é um fator decisivo em determinados assuntos. Entretanto, ainda existem coisas em que a ciência não é capaz de comprovar.
No passado quando a ciência ainda era precária a maioria dos fatos surreais que aconteciam sempre era ligada de alguma forma a religião, por exemplo, o surgimento de tempestades que era visto como obra de deuses enfurecidos.
Hoje em dia vivemos em uma era pós-verdade, onde começam a surgir duvidas sobre a ciência, se tudo na verdade não é manipulação por interesses políticos ou simplesmente uma grande conspiração. Um conceito que cresceu bastante nos últimos anos foi a teoria da terra plana, que tem um apoio de aproximadamente cem mil, existem diversas provas de que a terra tem um formato esférico, porém os ""terraplanistas"" ignoram fatos como, a lua ser uma esfera (seria muito incomum apenas a terra ser plana no nosso universo), a gravidade, poder dar uma volta ao mundo e etc.
Pensar fora do padrão é algo que todos temos que praticar, contudo defender teorias sem a menor viabilidade é um atraso no nosso pensamento e abertura para uma mente ignorante.
Portanto deve se criar seu próprio julgamento sobre esse tipo de questão mas considerando fatos e não teorias.",[120  80  80 120  40 440],2019,0.05882,0.0724,0.56561,33.04339,0.43439,1.4,2.784,31.57143,0.25792,5,7,221,0.08597,0.17647,0.04072,0.0181,0.00452,0.00452,0.01357,518076.216,4.98908,4.97356,4792.28571,2.61,2.61,2.56229,2.56229,5.71451,5.72495,0.26316,10.69099,1188.36436,0.00164,0.76041,0.09502,0.02715,0.0362,0.00452,0.02715,0.0181,0.0362,0.0,0.01357,3.23077,3.41667,3.81818,10.02941,3.00079,7.92857,90.85714,0.48094,1.30208,0.0,0.0,1.5,1.2381,3.5,2.2381,1.5,0.91943,0.02262,0.90833,0.02655,0.93863,0.01367,0.9308,0.0276,0.93705,0.02976,0.296,0.512,0.768
