id,id_prompt,essay_title,essay_text,grades,essay_year,adjective_ratio,adverbs,content_words,flesch,function_words,sentences_per_paragraph,syllables_per_content_word,words_per_sentence,noun_ratio,paragraphs,sentences,words,pronoun_ratio,verbs,logic_operators,and_ratio,if_ratio,or_ratio,negation_ratio,cw_freq,cw_freq_brwac,cw_freq_bra,min_cw_freq,min_cw_freq_brwac,min_freq_brwac,min_cw_freq_bra,min_freq_bra,freq_brwac,freq_bra,hypernyms_verbs,brunet,honore,personal_pronouns,ttr,conn_ratio,add_neg_conn_ratio,add_pos_conn_ratio,cau_neg_conn_ratio,cau_pos_conn_ratio,log_neg_conn_ratio,log_pos_conn_ratio,tmp_neg_conn_ratio,tmp_pos_conn_ratio,adjectives_ambiguity,adverbs_ambiguity,nouns_ambiguity,verbs_ambiguity,yngve,frazier,dep_distance,cross_entropy,content_density,adjacent_refs,anaphoric_refs,adj_arg_ovl,arg_ovl,adj_stem_ovl,stem_ovl,adj_cw_ovl,lsa_adj_mean,lsa_adj_std,lsa_all_mean,lsa_all_std,lsa_paragraph_mean,lsa_paragraph_std,lsa_givenness_mean,lsa_givenness_std,lsa_span_mean,lsa_span_std,negative_words,positive_words,ratio_function_to_content_words,author,source,id_control,llama_grades,Competência 1 - llama_grades - exp5,Competência 2 - llama_grades - exp5,Competência 3 - llama_grades - exp5,Competência 4 - llama_grades - exp5,Competência 5 - llama_grades - exp5,Total 5 - llama_grades - exp5,Competência 1 - llama_grades - exp6,Competência 2 - llama_grades - exp6,Competência 3 - llama_grades - exp6,Competência 4 - llama_grades - exp6,Competência 5 - llama_grades - exp6,Total 5 - llama_grades - exp6,gxboost_grades
1.html,o-brasil-e-os-imigrantes-no-mundo-contemporaneo,Braxit,"No Brasil, grande parte da população emigra procurando melhorar de vida em países mais desenvolvidos. Dessa forma, sair do pacto para imigração e diminuir as relações com o Mercosul representa mais prejuízos do que vantagens. Uma vez que o Brasil não é o país que mais recebe imigrantes, essa política contra o pacto pode prejudicar a vida de brasileiros no exterior.
Primeiramente, com a atual crise política e econômica na Venezuela, muitos cidadãos desse país estão procurando refúgio em países vizinhos. Sendo a Bolívia a que mais recebe essas pessoas sendo seguida pelo Brasil. A entrada desses imigrantes para o no Brasil deveria ser incentivada uma vez que o Brasil tem a capacidade de recebê-los e de aproveitar essa mão de obra para o desenvolvimento econômico nacional.
Em contrapartida, a saída do pacto global para a imigração pode prejudicar a relação do Brasil com outros países que recebem emigrantes brasileiros. Pois não sendo uma nação signatária do pacto pode sofrer com políticas mais duras como afirma o sociólogo Thomas Marshall sobre a conquista de direitos dos cidadãos na atual fase da globalização.
Portanto, o Brasil só tem a perder dificultando a imigração e incentivando a xenofobia. Logo para reverter essa situação o país não deve sair do pacto, flexibilizar a entrada de imigrantes e não se comparar com países desenvolvidos como o Reino Unido e a política do Brexit. Só assim poderemos crescer como nação, compartilhando os direitos sociais para todos.",[160 200 160 200 160 880],2019,0.05394,0.04979,0.57676,37.03711,0.42324,2.75,2.94245,21.90909,0.29876,4,11,241,0.06639,0.17427,0.04979,0.0249,0.0,0.0,0.0166,408608.93525,4.66732,4.98658,3023.36364,2.12391,2.12391,2.95245,2.95245,5.58251,5.82693,0.8,11.77792,737.8443,0.0,0.69239,0.12033,0.0,0.04564,0.0,0.09129,0.0,0.05809,0.0,0.01245,3.38462,3.0,2.68116,8.18421,2.74611,7.31818,45.90909,0.53155,1.36275,0.0,0.6,0.7,1.03636,1.2,1.89091,0.9,0.89786,0.02676,0.89687,0.03053,0.97119,0.00564,0.93328,0.02524,0.93939,0.02502,0.33813,0.43165,0.73381,,,76,"[120, 140, 160, 180, 140, 740]",120,140,160,180,140,740,160,160,160,160,160,800,[120 120 120 120  80]
18.html,qualificacao-e-o-futuro-do-emprego,A qualificação profissional no Brasil,"Promulgada pela ONU em 1948, a Declaração Universal dos Direitos Humanos garante a todos os indivíduos o direito ao trabalho e ao bem-estar social. Conquanto, a o nível de qualificação profissional exigido atualmente impossibilita que essa essa parcela da população desfrute desse direito universal na prática. Nesse sentido, convém analisarmos as principais consequências de tal postura negligente para nossa sociedade.
A educação é o fator principal no desenvolvimento de um país. No entanto, apesar de ocupar a nona posição na economia mundial, o Brasil possui um sistema de ensino público ineficiente, e o resultado desse contraste é claramente refletido na falta de qualificação profissional do povo brasileiro. De acordo com o IBGE (Instituto Brasileiro de Geografia e Estatística), 41,3% dos trabalhadores brasileiros são informais. Diante do exposto, fica evidente a exclusão social vivenciada pelos profissionais com baixa qualificação, visto que a seleção de perfis será mais criteriosa e baseada no conhecimento técnico, aumentando assim a concorrência no mercado de trabalho.
Faz-se mister, ainda salientar a necessidade de promover melhorias no sistema de educação inclusiva do país. Nesse âmbito, as transformações no mercado de trabalho vem ocorrendo com mais velocidade graças ao rápido desenvolvimento tecnológico e científico. Logo, o profissional do futuro terá que aperfeiçoar seus conhecimentos, assim como saber manejar as novas tecnologias.
Portanto, indubitavelmente, medidas são necessárias para resolver esse problema. O MEC deve investir em cursos profissionalizantes para pessoas desempregadas com o objetivo de auxiliar na inserção dessas no mercado de trabalho. Já o Ministério do Trabalho em parceria com as empresas deve fazer atualizações nós cursos já existentes de seus trabalhadores com o intuito de manter-los modernizados e presentes na utilização de novas tecnologias. Pois só assim como dizia Nelson Mandela: ""a educação é a maior arma que se pode usar para mudar o mundo"".",[160 200 120 160 160 800],2020,0.10033,0.0301,0.59197,17.49663,0.40803,3.5,3.30508,21.35714,0.32441,4,14,299,0.05686,0.13712,0.01672,0.01672,0.0,0.0,0.0,520140.74576,4.53212,4.9505,7699.57143,2.38021,2.38021,2.77871,2.77871,5.42925,5.70761,0.55263,11.09833,1096.36867,0.00205,0.76155,0.10702,0.00334,0.04013,0.00669,0.06689,0.01003,0.04013,0.0,0.02341,1.96667,4.375,3.17647,8.33333,2.79731,7.14286,42.42857,0.4751,1.45082,0.07692,0.15385,0.23077,0.31868,0.76923,0.52747,0.53846,0.80133,0.05453,0.7853,0.05353,0.93294,0.01705,0.86018,0.0565,0.88508,0.06017,0.26554,0.43503,0.68927,,,77,"[160, 180, 140, 160, 180, 820]",160,180,140,160,180,820,180,160,160,140,160,800,[160 200 120 200 200]
14.html,o-brasil-e-os-imigrantes-no-mundo-contemporaneo,Desafios na imigração de refugiados,"A imigração de refugiado tem sido um dos maiores desafios das nações. Este transpassa a questão humanitária e vai de encontro a soberania de muitos países. Não diferente, O Brasil enfrenta, como os demais situação parecida. Nos últimos anos uma grande quantidade de refugiados têm transpassada a fronteira do país forçando o poder público medidas que garantam a integridade da soberania nacional e que esteja em consonância aos direitos humanos. 
Várias nações do mundo estão passando por percalços, seja por guerras, crises econômicas, conflitos internos, regimes ditatoriais... Fato que faz surgir refugiados que vislumbram nos países mais próximos a salva guarda para manterem a integridade. O que para estes é um alento, para o país que vão se refugiam se torna um problema. Que muitas vezes não está relacionado diretamente a um sentimento xenófobo, mas sim por uma questão social. No caso do Brasil, os refugiados da nossa nação adjacente se abrigaram em uma cidade de um estado da federação que tem grande dificuldade para cuidar até mesmo dos nativos. Causando um verdadeiro caos. O que fez aumentar ainda mais o sofrimento de quem já está em uma situação extrema.
Destarte que não basta o mero acolhimento, deve-se socorrer e fomentar uma nova expectativa de vida nestas pessoas que estão distantes do país de origem. O que tende a demandar tempo e recursos. No caso brasileiro um dispêndio a mais em um país que está em busca de reduzir despesas. Salientando que se faz necessário uma previa triagem para evitar que pessoas criminosas e mal-intencionadas venham fazer nação um local para praticas criminosa e potencialize a violência.
Desprende que o maior desafio no trato com os imigrantes está em conciliar a soberana força nacional de proteção com a aplicação de direitos humanos. É impensável deixar de ajudar o semelhante em apuros. Efetivar esse apoio sem prejudicar os demais é tarefa que requer recursos e planejamentos. O que aos poucos o país vai se consolidando. ",[120 120 120 120  80 560],2019,0.09259,0.04938,0.58951,42.82611,0.41049,4.5,2.93717,18.0,0.26543,4,18,324,0.10494,0.1821,0.03086,0.0216,0.0,0.0,0.00926,342627.31414,4.7148,4.82372,1917.94444,2.61756,2.61756,2.93617,2.93617,5.60296,5.7214,0.42308,11.43175,1048.84992,0.0,0.74236,0.08025,0.00617,0.02469,0.0,0.04321,0.00309,0.04321,0.0,0.00309,3.86667,3.23077,3.63529,10.59259,2.3202,7.52778,34.5,0.55392,1.43609,0.0,0.0,0.88235,0.73856,0.47059,0.60784,0.17647,0.84197,0.0696,0.83267,0.06494,0.96312,0.00244,0.89681,0.05355,0.91887,0.04873,0.35079,0.49738,0.69634,,,78,"[160, 120, 140, 180, 160, 760]",160,120,140,180,160,760,160,160,160,160,120,760,[120 120 120 120  80]
0.html,um-reu-deve-ou-nao-ser-preso-apos-a-condenacao-em-2-instancia,Assunto que repercute de forma constante,"Assunto que repercute de forma constante nos atuais veículos de informações da atualidade tem gerado uma problematização constante, devido as opiniões opostas. O tema que concentra as atenções populares a espera de uma decisão, estão voltados ao Poder Judiciário.
Que debatem se o réu deve ou não, ser preso após condenação em 2º instância.
Por outro lado existem aqueles que defendem a posição de quem deve avançar o processo até o esgotamento de possibilidades do réu provar sua inocência. Para que então o acusado tenha sua ampla defesa e o devido processo legal.
Todavia, o fato de se ter prolongado o processo por 2 níveis judiciários de julgamento, está mais do que provado a decisão dos juízes em indeferir o caso do acusado, além do mais acaba contribuindo pela celeridade do processo nos tribunais e não fomentar a impunibilidade que existe devido ao réu não ser considerado culpado até o transito julgado da sentença penal condenatória.
Por trás do fato há detentores da opinião de que o Brasil é um país retrógado e impunível pelas leis e o sistema jurídico atuais que beneficiam os acusados e sentenciados, ficando assim distante de países onde as leis são severas e os índices de criminalidades são baixos.
Contudo para que o Brasil possa chegar a notoriedade de um país soberano e justo, devemos nos conscientizar de que tudo começa pela aplicabilidade de normas impostas seja elas de direito oferecido e dever imposto.",[0 0 0 0 0 0],2019,0.07113,0.03766,0.56485,29.48928,0.43515,1.33333,2.99259,29.875,0.2636,6,8,239,0.06276,0.19247,0.05439,0.03347,0.00418,0.00418,0.01255,350140.85185,4.56702,4.68196,4641.75,1.86475,1.71063,2.62337,2.46537,5.55266,5.64011,0.84091,11.00573,984.39246,0.0005,0.71936,0.08368,0.00837,0.04184,0.00418,0.0251,0.00837,0.04184,0.0,0.00837,3.6875,2.25,2.86885,8.17647,3.0896,8.875,81.25,0.5361,1.29808,0.42857,0.57143,1.85714,1.03571,2.0,1.35714,1.28571,0.87746,0.05015,0.86819,0.02434,0.87618,0.05737,0.9012,0.05705,0.91227,0.05933,0.46667,0.39259,0.77037,,,79,"[140, 120, 160, 180, 140, 740]",140,120,160,180,140,740,120,160,160,120,40,600,[120 120 120 120  40]
9.html,qualificacao-e-o-futuro-do-emprego,Aumento do desemprego no mundo tecnológico,"O avanço da tecnologia e sua aplicação nas empresas em conjunto com as exigências de alta qualificação profissional no mercado de trabalho, têm resultado em um grande número de desempregados, o qual cresce a cada dia.
Segundo os especialistas, o número de desempregados tende a aumentar progressivamente, podendo surgir em até 2050 uma nova classe de pessoas, a dos ""inúteis"" ou ""não empregáveis"". Um dos motivos dessa ocorrência é o desenvolvimento acelerado de robôs de inteligência artificial, que substituem milhares de trabalhadores. Diversas tarefas que antes eram realizadas por pessoas, hoje são feitas por equipamentos tecnológicos, os quais são mais lucrativos aos proprietários por sua eficiência e precisão.
Com isso, as empresas estão exigindo um número cada vez maior de especialistas ligados à tecnologia, como desenvolvedores de softwares, cientistas e analistas de dados, capazes de controlar os novos equipamentos. O problema é que esse tipo de trabalho exige alta qualificação profissional, excluindo os trabalhadores simples, sem estudo completo e os recém-formados, sem experiência, que não conseguem oportunidades em um mercado saturado.
É necessário que o governo invista na educação, para que as pessoas aprimorem seus estudos de forma a atender às novas exigências do mercado de trabalho e que a população também fique atenta à informação e procure se especializar no que está em alta. Por outro lado, cabe às empresas promoverem programas que visam o ingresso dos recém-formados e cursos de especialização para os funcionários interessados em continuar trabalhando, a fim de ajudar a conter o desemprego.",[160 120 160 160 160 760],2020,0.07661,0.03629,0.56048,17.12726,0.43952,2.0,3.32374,31.0,0.29435,4,8,248,0.08871,0.15323,0.04032,0.02823,0.0,0.00403,0.00806,419003.27338,4.84962,4.94809,1931.875,2.55825,2.55825,2.83113,2.83113,5.72315,5.8334,0.68571,11.09701,983.66664,0.0,0.76846,0.06855,0.00403,0.04032,0.0,0.02823,0.00403,0.02016,0.0,0.00403,5.57895,2.0,2.98571,7.77419,3.27878,7.625,72.875,0.40264,1.27523,0.0,0.0,1.14286,1.25,1.28571,1.32143,1.0,0.90081,0.01921,0.89152,0.02149,0.93649,0.01714,0.92413,0.01539,0.93005,0.01527,0.23741,0.63309,0.78417,,,80,"[160, 180, 140, 160, 180, 820]",160,180,140,160,180,820,160,200,160,160,120,800,[120 120 160 120  80]
7.html,o-brasil-e-os-imigrantes-no-mundo-contemporaneo,O Brasil e a questão imigratória,"É indubitável que à polêmica acerca de imigrantes no Brasil vêm crescendo majoritariamente, em sua maioria imigram por diversas causas, em consequência de crises políticas, governos ditatoriais, catástrofes naturais, condições humanas precárias em seus países de origem, mas, acima de tudo, buscando melhores condições de vida e trabalho.
Como supracitados anteriormente, eles buscam melhores condições de vida, sendo assim, torna-se necessário desvencilhar-se da visão preconceituosa que tanto nos assola, uma vez que, os brasileiros ainda na atualidade são contra a entrada de imigrantes por um medo descomunal do roubo acerca de seus ofícios, é de grande relevância lembrar que nosso país foi constituído de emigrantes portugueses, holandeses, entre outros, causando grande miscigenação e diversos valores em todo o Brasil. Por fim, é preciso que o governo hodierno adote políticas positivas acerca dessa conjuntura, auxiliando esses povos e garantindo a segurança dos mesmos. ",[120  40  80 120  40 400],2019,0.12676,0.03521,0.56338,-8.32523,0.43662,1.5,3.2875,47.33333,0.28169,2,3,142,0.10563,0.11972,0.02817,0.02113,0.0,0.0,0.0,410626.275,4.49631,4.71685,34.66667,1.15767,1.15767,2.046,2.046,5.37575,5.54761,0.5625,9.89749,1354.6756,0.01,0.80256,0.07042,0.01408,0.04225,0.0,0.03521,0.00704,0.02113,0.0,0.00704,4.33333,3.5,3.86486,8.25,3.68051,9.0,163.0,0.45075,1.29032,1.5,1.5,3.0,2.0,6.0,5.0,4.0,0.93878,0.01231,0.93677,0.0,0.96,0.0,0.94554,0.00556,0.94625,0.00485,0.2,0.75,0.775,,,81,"[120, 160, 140, 180, 160, 760]",120,160,140,180,160,760,120,120,120,120,80,560,[ 80  40  40 120  80]
17.html,qualificacao-e-o-futuro-do-emprego,Os impasses do desemprego aliado às mudanças sociais.,"Sabe-se que a era da revolução técnico-científica-informacional trouxe Profundas mudanças nos novos paradigmas sociais; pode-se mencionar a redução no numero de ofertas de empregos e também a demanda por pessoas qualificadas para atenderem os novos postos de trabalhos, já que o mesmo está sendo operado por máquinas. Portanto, observa-se que o mercado de trabalho ficou cada vez mais exigentes e novos postos de trabalho requerem boas qualificações para admissão, assim elevando o desemprego.
Por conseguinte, se constata uns percentuais números de pessoas que estão desempregadas ou em situações de subempregos, isso se deve há múltiplos fatores, o baixo nível escolar, desqualificação profissional e etc. Todavia, tais requisitos tendem resultarem no desencadeamento do desemprego, e por não atenderem as exigências postas no mercado de trabalhos se acentuaram os problemas de caráter sociais resultante do desempregos exacerbado.
Assim, cabe ressaltar que o desemprego foi surgindo na medida em que se acentuou uma gama de pessoas nas cidades, movido pelas melhorias nas condições de vidas que as zona urbana poderia proporcionar e também pela repulsão dos agricultores que não conseguiram se mantiver a sua sustentabilidade no rural, se obrigou a sair para buscarem melhores condições de vida, isso aliado às questões agrárias que foram importantíssimas para intensificar êxodo rural.
Contudo, os diversos são os fatores que podem desenvolver os desempregos, mas cabem às autoridades intervierem em tais problemas, tentando solucionar ou sanar. Portanto é relevante que os governantes do país priorizarem as políticas públicas para que tentar-se atenuarem o desemprego demasiado, investir mais na educação, impulsionar a economia do país para hajam novos postos de trabalhos e assim facilitarem o emprego a todos, sem exclusão. ",[ 80 120 120 120 160 600],2020,0.09191,0.04044,0.58824,6.29279,0.41176,1.75,3.20625,38.85714,0.26838,4,7,272,0.08088,0.1875,0.03676,0.02206,0.0,0.00735,0.00735,270630.9,4.47734,4.60748,26.0,1.67171,1.67171,1.84414,1.84414,5.42909,5.5397,0.95745,11.04773,1061.22234,0.0,0.77659,0.11029,0.01103,0.04044,0.00368,0.06618,0.00368,0.0625,0.0,0.01471,3.45833,2.0,3.32353,6.2381,3.55242,9.28571,120.14286,0.45543,1.42857,0.0,0.0,2.0,2.2381,2.0,2.47619,0.83333,0.90013,0.02399,0.9006,0.01361,0.9195,0.01852,0.93021,0.01915,0.93456,0.01883,0.25625,0.51875,0.7,,,82,"[1, 2, 0, 1, 0, 0]",1,2,0,1,0,0,120,160,120,80,80,520,[120 120 120 120 120]
8.html,qualificacao-e-o-futuro-do-emprego,Qualificação e o futuro do emprego.,"Emprego é o que estrutura os cidadãos de uma sociedade, fornecendo um meio de sobrevivência. Porém com o aumento da qualificação profissional e a chegada da tecnologia no mercado de trabalho, a curto prazo terá um efeito negativo para os indivíduos da conjuntura social. Uma vez que, não há igualdade de oportunidades para todas as pessoas, ocasionado o desemprego.
No filme ""Tempos Modernos"", de Charlie Chaplin, evidência uma perspectiva onde os operários tinham apenas uma função para desempenhar, contudo, se surgisse uma tecnologia que substituísse essa mão de obra, como consequência os trabalhadores ficariam desempregados. E com os avanços tecnológicos, o mercado de trabalho requisita uma maior capacitação profissional, logo, aqueles considerados menos qualificados ficam de fora dessa seleção, não existindo para eles uma estrutura social adequada que assegure que serão preparados para ter mais capacidade na profissão.
Karl Marx e Fredrich Engels abordaram a temática dos meios de profissão, como exemplo, o capitalismo. Foi perceptível para eles que existe uma classe que domina e outra que é dominada, desse modo, não tem igualdade de oportunidades para as pessoas. Visto que, são classificados de acordo com a riqueza que possuem, dessa maneira, existe um abismo social, pois há aqueles que tem mais suporte para alcançar mais qualificação, enquanto, os pobres desprovidos disso encontram dificuldades para entrar nessa área competitiva que é o mercado de trabalho.
Fatores como esses revelam a necessidade de melhorias sociais que se realizadas corretamente promoverá a longo prazo uma diminuição do desemprego, com qualidade e segurança. Portanto, deve haver mobilização de instituições privadas para financiar o investimento na construção de centros de qualificação profissional aos indivíduos que precisam dessa melhoria, assim, o Estado em conjunto com os componentes dele devem direcionar a geração de emprego para a sociedade, realizando concursos públicos que garantam estabilidade para o cidadão",[120 200 160 120 120 720],2020,0.04983,0.03654,0.5515,10.57785,0.4485,2.5,3.3012,30.1,0.29236,4,10,301,0.10299,0.17276,0.0299,0.01661,0.0,0.0,0.00997,357789.51205,4.75025,4.90348,2252.2,2.8401,2.8401,3.1582,3.1582,5.65422,5.77708,0.67347,11.30121,1082.10586,0.0099,0.76866,0.12625,0.00664,0.03322,0.00332,0.09635,0.00332,0.06977,0.0,0.01329,1.8,1.0,3.84337,8.975,3.06969,8.3,81.9,0.45849,1.22963,0.88889,2.66667,1.55556,1.46667,0.88889,1.22222,0.44444,0.86454,0.07629,0.86762,0.07579,0.95375,0.02379,0.90844,0.06187,0.92783,0.05282,0.19277,0.61446,0.81325,,,83,"[160, 180, 140, 160, 180, 820]",160,180,140,160,180,820,160,120,160,120,160,720,[160 120 120 120 120]
10.html,o-brasil-e-os-imigrantes-no-mundo-contemporaneo,Um caso precário,"No mundo atual, milhares de indivíduos estão saindo do seu país natal e deslocando-se para o Brasil. Tomam essa decisão, de deixar famílias, amigos e parentes, no intuito de trabalhar e conquistar uma vida melhor para a sua sobrevivência.
Esses seres humanos estão por toda parte no nosso país. Em ruas, praias e empresas, vendendo de tudo para se manter. Infelizmente, essas ocorrências são desagradáveis, pois precisam fugir de guerras, pobreza e crises para continuar a sua motivação de vida. Para algumas pessoas, isso pode ser algo aprazível, mas para outras não.
A migração está evoluindo cada vez mais, todos os dias em função dos aspectos humanistas. Cada pessoa é única e a sua vida deve ser construída da maneira, que resultam o sucesso e a tranquilidade Nada é fácil atualmente, mas não podemos desanimar. A luta de hoje, será o sucesso de amanhã.",[160  40  40 120  40 400],2019,0.0625,0.04861,0.55556,57.52,0.44444,3.0,2.65,16.0,0.26389,3,9,144,0.13194,0.18056,0.0625,0.04861,0.0,0.0,0.01389,463528.725,5.03053,5.04305,12180.22222,3.47911,3.47911,3.58789,3.58789,5.82285,5.8249,0.6,10.07001,1320.41,0.0,0.78156,0.125,0.01389,0.04861,0.0,0.05556,0.0,0.04861,0.0,0.00694,3.44444,1.85714,3.61111,10.2,2.56221,6.83333,35.44444,0.57077,1.25,0.0,0.0,0.25,0.25,0.5,0.63889,0.125,0.82416,0.0531,0.82056,0.06198,0.94989,0.002,0.87845,0.05798,0.88719,0.05694,0.3,0.5125,0.8,,,84,"[120, 80, 100, 60, 40, 400]",120,80,100,60,40,400,120,80,80,40,0,320,[160 120 120 120  80]
12.html,um-reu-deve-ou-nao-ser-preso-apos-a-condenacao-em-2-instancia,Os Cinco do Central Park,"Os ""Cinco do Central Park"" é um seriado que mostra cinco jovens que foram condenados por um crime que não cometeram. Nesse sentido, o debate sobre a prisão após a segunda instância é determinante para evitar decisões errôneas. Assim, depreende-se que fatores como a ineficácia estatal de investigar os crimes e o precário sistema de defesa pública contribuem para que seja garantido a prisão após esgotados todos os recursos.
A princípio, percebe-se que os índices de crimes investigados pelas polícias civis aumentaram exponencialmente, devido ao crescimento populacional e ao maior acesso aos conhecimentos de direitos individuais pela população. Entretanto, o aumento não foi acompanhado pela estrutura organizacional das delegacias que investigam os delitos, devido, assim, a pessoal insuficiente, prazos curtos e mecanização dos procedimentos investigativos. Consequentemente, torna-se o estado ineficiente para investigar devidamente os casos.
Além disso, outro fator importante é o sistema de defensoria pública que em várias regiões do Brasil chega a ser precário. Porquanto, muitas regiões interiores do país contam com poucos defensores públicos para demasiadas causas e áreas de atuação. Dessa forma, deixam de prover a defesa integral de qualidade em todas suas instâncias de forma satisfatória a todos.
Em suma, entende-se que a prisão após todos os recursos seria essencial para que pontos como a ineficácia para investigar e a defesa pública precária não sejam preponderantes para decisões errôneas. Como diz o ditado popular, a justiça tarda mas não falha.",[160  80 160 160 120 680],2019,0.11915,0.04255,0.57447,20.15091,0.42553,2.75,3.20741,21.36364,0.28936,4,11,235,0.08511,0.1234,0.0383,0.02128,0.0,0.0,0.01702,503320.54815,4.51044,4.81294,822.81818,2.40464,2.31527,3.07682,3.07682,5.43834,5.65542,0.65517,10.98314,1056.20296,0.0,0.77801,0.11489,0.00851,0.05106,0.0,0.06809,0.00426,0.07234,0.0,0.02128,1.89286,0.75,3.53226,9.12,2.65402,6.59091,51.09091,0.49089,1.35,0.0,0.0,0.7,0.6,0.9,1.05455,0.6,0.87823,0.03161,0.84882,0.03025,0.93015,0.00668,0.90016,0.04584,0.91439,0.04268,0.28889,0.62222,0.74074,,,85,"[160, 180, 140, 120, 160, 760]",160,180,140,120,160,760,160,160,120,120,80,640,[160 120 120 120 120]
16.html,um-reu-deve-ou-nao-ser-preso-apos-a-condenacao-em-2-instancia,Esfacelamento da democracia e da moral,"Desde o início da civilização ocidental, o sistema greco-romano compõem os alicerces destas sociedades. Com seu cerne no sistema citado, a aplicação da justiça brasileira poderá sofrer mudanças a partir da decisão do STF se um réu deve ou não ser condenado em segunda instância. Diante dessa questão, cabe analisar os dois principais motivos pelos quais a decisão deve ser a favor do encarceramento em segunda instância.
Primeiramente, a revogação da prisão em segunda instância viola o estado democrático de direito. Sabe-se que, na interpretação jurídica vigente, um réu, após ser condenado por um juiz e um desembargador, possui sua liberdade cassada. Entretanto, caso o STF decida pela liberdade do réu até que este seja julgado em terceira instância, o estado estará desconsiderando os julgamentos anteriores dos profissionais defensores da lei. Nesse sentido, a medida em que o órgão governamental de certa forma anulas as duas decisões judiciais anteriores, vigorando apenas o terceiro julgamento, este está, portanto, indo contra o princípio democrático, que baseia-se na decisão da maioria.
Em segundo plano, a retirada do aprisionamento em segunda instância promove a manutenção da impunidade no país. De acordo com Emile Durkheim, em virtude de transformações, as normas e valores sociais de uma civilização podem ser desestruturados. Sob esse viés, em uma sociedade em que indivíduos não possuem sua liberdade retirada após serem condenados em dois julgamentos, ocorre o esfacelamento da norma social de boa conduta.
Em suma, a decisão do Superior Tribunal Federal contra a condenação em segunda instância acarreta em dois grandes entraves para a sociedade brasileira, que serão responsáveis pela desestruturação da moral e da democracia.",[160 200 160 160   0 680],2019,0.10487,0.02622,0.5618,21.09481,0.4382,2.75,3.27333,24.27273,0.29963,4,11,267,0.06367,0.13109,0.02996,0.01124,0.00375,0.00375,0.00749,250133.14,4.62147,4.77702,905.54545,2.37245,2.37245,2.77755,2.77755,5.53293,5.6562,0.85294,11.1718,982.73706,0.0,0.75446,0.06367,0.00375,0.01124,0.0,0.02622,0.00375,0.02622,0.00375,0.01498,2.37037,1.25,3.58667,7.19231,3.13324,7.90909,56.18182,0.47692,1.28205,0.0,0.0,0.9,0.8,1.9,1.50909,1.2,0.85026,0.08243,0.83634,0.0757,0.93813,0.01766,0.89049,0.07841,0.90999,0.07779,0.46,0.4,0.78,,,86,"[160, 180, 140, 160, 180, 820]",160,180,140,160,180,820,120,160,160,120,0,560,[120 120 120 120 120]
7.html,patrimonio-historico-e-cultural-brasileiro-um-caso-de-descaso,Incêndio do Museu Histórico Nacional: a política de dominação secular,"O Ministério da Cultura não está nem um pouco preocupado com a preservação do patrimônio público, o incêndio do Museu Histórico Nacional é a grande confirmação deste fato.
Entre as 350 mil peças do vasto acervo, restou muito pouco do conhecimento científico existente, vai que entre os manuscritos tivesse uma árvore genealógica explicando o desenvolvimento psicomotor da criança, e que ali alguns professores de escolas públicas que estivessem preocupados com as questões sociais do país, levassem seus alunos e fizessem estes compreenderem a situação educacional do Brasil?
Juntos, eles podem compreender que Componentes curriculares como a Educação física e a Artes e Educação são essenciais para a formação das crianças na Educação Infantil (0 a 5 anos e 11 meses), permitindo que os discentes tenham acesso à alfabetização.
Descobrir que estes componentes curriculares trabalham as habilidades motoras básicas manipulativas (apanhar, lançar...) e locomotoras (correr, saltar...) que são fundamentais para a estruturação do corpo, pois a criança precisa ter a lateralidade (noção de lado direito e esquerdo, haja vista que, tanto a leitura, como a escrita, quanto o cálculo são realizados da esquerda para direita) estruturada, saber fazer a reversibilidade, ou seja, se colocar no ponto de vista do outro, no caso o caderno, para assim fazer a escrita, a leitura e o cálculo.
Contudo isso, os professores e alunos da rede pública devem, de forma organizada, pedir a inclusão destes componentes curriculares na teoria e na prática, permitindo a emancipação de uma classe social que atualmente está sendo vítima de uma ordem social vigente, deixando estes como seres puramente biológicos e não sociais e culturais.",[120  40  80 120  80 440],2018,0.10943,0.04906,0.6,-4.4883,0.4,1.0,3.10692,53.0,0.28679,5,5,265,0.05283,0.15472,0.05283,0.04151,0.00377,0.0,0.01132,342324.20126,4.61542,4.95036,3208.2,1.2544,1.0846,2.5818,1.9996,5.45184,5.68104,0.46154,10.92499,1177.00514,0.00536,0.75325,0.10943,0.00377,0.06415,0.00377,0.04528,0.00755,0.04151,0.0,0.00755,2.32143,1.7,3.09589,11.97222,3.90364,8.3,205.2,0.47419,1.5,0.75,0.75,1.25,1.4,4.25,3.7,1.75,0.88021,0.02364,0.86147,0.0,0.88021,0.02364,0.89799,0.03954,0.90279,0.03718,0.16981,0.5283,0.66667,,,87,"[120, 160, 140, 180, 100, 700]",120,160,140,180,100,700,120,80,120,80,0,400,[120 120  80 120   0]
