id,id_prompt,essay_title,essay_text,grades,essay_year
16.html,a-onda-conservadora-e-o-brasil-nos-proximos-anos,A Volta da Política Conservadora no Brasil,"O Brasil vive uma nova fase na política, com a eleição do novo presidente Jair Bolsonaro que venceu as eleições 2018, ela é chamada como a nova onda conservadora que veio para fazer oposição à esquerda, onde o PT (Partido dos Trabalhadores) governava desde 2002- eleição ganha pelo então presidente Luís Inácio Lula da Silva- o Lula, líder sindical.
Esta nova onda de conservadorismo se deve a várias questões, entre elas está o combate à corrupção, onde ministros foram acusados de fazerem parte de esquemas de corrupção e lavagem de dinheiro e que levou à delação premiada de alguns políticos. Vários escândalos vieram à tona, mas o mais significativo foi a prisão do ex-presidente Lula e o impeachment da presidenta Dilma Rousseff. 
Os brasileiros se mostraram descontentes com a política de esquerda e com todas as ondas de insegurança que assola o país. Mesmo sendo uma campanha que fez piada com vários grupos como o LGBT, os conservadores prometem uma nova política que primará pela segurança pública, a redução da maioridade penal e valores cristãos, que teve apoio massivo da bancada evangélica no Congresso e os levou à vitória da presidência. 
Os conservadores têm como princípios a ética e a moral do país, onde está acima de todos para que se reconstrua a nação brasileira, que segundo eles foi posta de lado em relação aos valores da esquerda que se viram envolvidos em escândalos de corrupção e formação de quadrilha. Segundo Roberto Schwarz no seu livro Cultura e Política 1964-1969, houve uma época que a esquerda dominava em pleno regime militar, as livrarias mostram nas capitais do Rio de Janeiro e São Paulo, nos movimentos estudantis, nas proclamações do clero avançado, naquele tempo a esquerda opunha-se à ditadura militar e fazia um discurso de liberdade de presos políticos, pessoas desaparecidas e torturados. 
No entanto, eram outros tempos e a política brasileira sofreu mudanças junto com o país e a sua população, que clama por segurança e pede punição para crimes hediondos que, diariamente, fazem parte das notícias de jornais, rádio e televisão. A violência também aumentou e fez com que as pessoas estejam preocupadas com as suas famílias e pessoas próximas e de suas relações, todos esses fatos fizeram com que o conservadorismo avançasse como a nova solução para esses graves problemas que desestabilizaram o país e só aumentaram a onda de medo e insegurança. ",[ 40  80 120  40   0 280],2018
8.html,a-onda-conservadora-e-o-brasil-nos-proximos-anos,O Brasil é conservador,"Nunca se falou tanto no país em direita e esquerda, em conservadorismo e liberalismo, talvez, depois de 1964, temos a maior polarização política nesses últimos tempos, em 2010, era considerado quase um crime se declarar de direita, com isso surgiram dois grandes problemas, o primeiro é que o Brasil é um país conservador, segundo é que em consequência deste conservadorismo, algumas ideias liberais modernas dificilmente serão bem recebidas.
Em 2010, o IBGE (Instituto Brasileiro de Geografia e Estatística) divulgou o censo sobre religião declarando que o 86,8% do Brasil é cristão, em sua maioria católica. Isto por si só já prova o quanto o país é conservador, em agosto de 2018 o Datafolha publicou uma pesquisa onde que 59% dos brasileiros eram contra a legalização do aborto. Alguns comentaristas políticos durante uma programação na rádio Jovem Pan de São Paulo, pouco antes das eleições, tinham afirmado que estas seriam decididas em pautas morais.
Consequentemente o lado mais liberal dessa história foi perdendo espaço, pra se ter uma ideia o país está com mais de 13 milhões de desempregados, segundo o IBGE, mas a população parece está mais preocupada é em assuntos como: casamento gay, aborto, pena de morte, armamento, entre tantos outros. Um importante fator para a decadência da esquerda brasileira foram as mídias sociais, pela qual a população passou a acompanhar mais de perto o passo a passo deste movimento e viu que suas ideias feriam os seus princípios.
Diante disso está mais do que provado que o Brasil é um país conservador e que não vai, pelo menos nos dias atuais, se amoldar a esse sistema liberal que bate de frente com seu moralismo, quem sabe talvez daqui a uns 50 anos isso pode mudar, mas a única certeza que se pode ter é que o país não quer negociar seus princípios, as eleições presidenciais de 2018 provaram que os números estatísticos estão certos pois 
Estas eleições estavam bem polarizadas entre conservadorismo e liberalismo.",[120 120  80  80  80 480],2018
15.html,a-onda-conservadora-e-o-brasil-nos-proximos-anos,A renovação do Brasil,"O Brasil já conseguiu dar um passo para renovação na política Brasileira, porque em anos vinha perdendo seu lado conversador de um país forte justo nas suas decisões a serem tomadas pelo povo que já estava cansado de tanta mentira desvio de dinheiro público que podia ajuda e manter setores essenciais no sistema público. A anos o povo Brasileiro vem pedindo mudança no sistema político e na sua forma de governar isso era antes que um só tipo de classe social governava a sua inconsequência disso, veio com a decorrência desse fenômeno Brasileiro o país tem uma esperança para dias melhores apesar tanto desgaste com população, mas o novo governo ele vai resgatar um pouco do lado conversador que o país perdeu um pouco como os valores da família do trabalho e educação com qualidade que falta no país, também falando sobre a segurança da sociedade que o policial bem preparado e bem pago para em frente a criminalidade que hoje toma conta do país sem poupar nenhuma classe social. Mais as mudanças são muito positivas para população porque o país já voltar tomar o rumo da economia para crescer bem equilibrado minimizar os desperdiço de dinheiro público, em toda mudança de governo vai ter alguns aspectos negativos em alguns lados do governo que não vão gostar de ajuste novo que nunca foram realizados, mas o país em cima de tudo vai chegar haver sua população bem no rumo do crescimento econômico em todo o país.",[0 0 0 0 0 0],2018
14.html,a-onda-conservadora-e-o-brasil-nos-proximos-anos,O conservadorismo no Brasil,"A onda conservadora no Brasil alcançou um elevado nível após a eleição de Jair Bolsonáro na presidência, pois temos a frente um homem que usou de bases históricas para alcançar a sua vitória.
Além disso, não podemos ignorar que Jair Bolsonáro obteve aceitação da maior parte da população, pelo fato de que suas propostas estão diretamente ligadas ao conservadorismo.
Tendo em vista que os brasileiros que tem posições tradicionais com relação a legalização do aborto, casamento de pessoas do mesmo sexo, à pena de morte e à maioridade penal cresceu nos últimos anos.
Sendo assim, o Brasil nos próximos anos, será apenas o reflexo da própria opinião de grande parte da sociedade, com base em suas próprias ações e manifestações.",[120  80  80  80  40 400],2018
11.html,a-onda-conservadora-e-o-brasil-nos-proximos-anos,A nova hegemonia política do Brasil,"A maioria dos países da América do Sul passaram para o lado conservador. Paralelamente a isso, o Brasil presenciou na última eleição presidencial uma dicotomia política: direita e esquerda. O primeiro é conservador; o segundo, socialista. Em uma disputa à presidência acirrada entre esses dois polos opostos, o país decidiu democraticamente pelo conservadorismo. Mas afinal, o que mudará daqui pra frente no país com a nova “onda conservadora”?
Há muito assunto em discussão, mas o principal é de que o país entraria em uma ditadura militar. Antes de tudo, o presidente deve honrar a Constituição Brasileira de 1988 – CF/88, ou seja, não pode desrespeitar a lei maior por ser presidente. Além disso, tal questão feriria as cláusulas pétreas: princípios fundamentais que regem o país, guiando-o juntamente com a democracia. 
Com o Jair Bolsonaro no comando do país, o exposto acima poderia não ser seguido, já que é ultraconservador, e também porque a metade das cadeiras do Congresso Nacional estão ocupadas por direitistas. Dessa forma, se dependesse desses líderes para trazer o período militar, tal iniciativa até que se confirmaria, mas a questão é que não depende, há outros coadjuvantes que analisariam essa atitude contraia à democracia, como o Supremo Tribunal Federal – STF –, guardião da CF/88. E também porque a população brasileira não aceitaria apagar sua história democrática em ascensão para regredir ao passado ditatorial.
Além disso, fala-se também na legalização do porte de arma para o brasileiro e, devido a isso, poderia ser o holocausto dos homossexuais. Não é bem assim. Nas redes sociais circulam muitas notícias falsas a respeito dessa ideia. Não é porque o país mudou de esquerda-liberal para direita-extremista que isso vai acontecer. Pode ser que ocorra em alguns casos isolados visto que o país ainda é muito homofóbico.
Conclui-se, portanto, que há muito em jogo em ralação a um novo período com um presidente conversador. Este, caso seja contrário à democracia, temos o impeachment para tirá-lo. Seja de direta ou de esquerda, isso não importa mais, o importante é que o Brasil precisa de mudanças políticas e socias positivas e efetivas antes de qualquer opinião precipitada sobre essa nova hegemonia. ",[160 160 120 120 120 680],2018
9.html,a-onda-conservadora-e-o-brasil-nos-proximos-anos,A onda democrática,"Em 2018, o Brasil encontrou-se em uma eleição presidencial extremista, em que as ideologias dos candidatos foram totalmente contrárias entre si. Neste contexto, a discussão sobre a “onda conservadora” no país foi levantada, juntamente com as questões morais da massa populacional, que, vislumbrando a decisão dentre os extremos, tomou partido em questões como, a pena de morte, prisão perpétua, casamento homossexual e tantas outras polêmicas, que anteriormente não eram levantadas com tanta frequência.
Segundo pesquisa do IBGE realizada no ano de 2016, 1% da população brasileira que equivale a 889 mil pessoas, é considerada rica, obtendo mensalmente a renda superior a R$ 27 mil reais. Já o número de pessoas que declaram ganhar por volta de R$ 747,00 reais mensalmente é de 4,4 milhões de habitantes, um alarmante sinal, de que a desigualdade social é gigantesca. 
Hipoteticamente, pelo grande desnível de renda, a maior parte da população deveria considerar a esquerda como possível solução para que haja maior igualdade nos índices apresentados. Entretanto, uma grande parcela da população demonstra-se favorável ao capitalismo, considerando que o próximo presidente da república, já eleito, Jair Bolsonaro, é de extrema direita. Fato que pode ser atribuído à insatisfação popular que decorre aos anos de regime em que a extrema esquerda pairou pelo poder, sem que houvesse medidas extremas para resolução de diversos problemas, dentre eles, o apresentado acima. 
Estafada com a situação de crise sem fim que o Brasil se encontra, a população vê como saída adotar o conservadorismo, já que o mesmo tende tomar medidas mais extremistas, que retoma à questão principal. Incontestavelmente o Brasil passa por uma onda conservadora, o que é uma sequela arrasadora que a população carrega por falta de expectativa. Todavia, como sempre existiu, há divergência de ideias, e podem ser manifestadas nos próximos anos, para que a democracia sempre exista, e acima de qualquer ideologia, a massa seja favorecida. ",[120 160 120 120 120 640],2018
10.html,a-onda-conservadora-e-o-brasil-nos-proximos-anos,Um novo olhar sobre o Brasil,"O nosso país está vivenciando diversos acontecimentos, inclusive a administração do mesmo. Jair Bolsonaro, candidato do partido (PSL), é o mais novo Presidente da República. Mas será que estamos no caminho certo? 
Durante o período de eleições, milhares de brasileiros foram para as ruas protestar e fazer manifestações. Cada um foi para defender seus direitos e suas escolhas.
Infelizmente vivemos em um país onde existe muito machismo, racismo e preconceito diante da sociedade. Jair Bolsonaro não aceita a homofobia, declarou que os negros não merecem nada e acha que as mulheres devem ser menosprezadas. É lamentável ter no comando uma pessoa desse tipo, que pensa coisas absurdas. 
Cada um pensa diferente e analisa fatos diferentes. Eu, como cidadã brasileira jamais votaria no Bolsonaro. Porém, milhares de pessoas votaram nele para que o Brasil mudasse. As armas estão liberadas para usufruir modo que cada um deseja, não tem limite específico. Se o Brasil já estava complicado antes, imagina agora. 
Esperamos e queremos que nos próximos anos, o Brasil esteja mais favorável. Cada indivíduo deve continuar e manter-se do seu jeito, da sua maneira. Vamos nos empenhar e correr atrás do que é nosso também. A iniciativa é o começo de tudo. #Por um Brasil melhor! ",[0 0 0 0 0 0],2018
19.html,a-onda-conservadora-e-o-brasil-nos-proximos-anos,Nada que preste,"Na França, em 1789 à 1799 ocorreu a sua revolução. Este evento, trouxe pela primeira vez a nomeação de direita e esquerda, se referindo aos girondinos e Jacobinos respectivamente. Mas como esta classificação é vista na 
Para responder essa questão, analisemos nosso histórico de governo petista, no qual muitas pessoas se identificam com ideias de esquerda. Em contrapartida o candidato Jair Bolsonaro teve maior apoio nas últimas eleições, assim, evidenciamos uma preferência ao conservadorismo.
Outro fator que também contribuiu para o resultado foi a identificação duma parcela da população com esses ideais. Ainda vivemos numa sociedade, na qual muitos acreditam que certos costumes devem ser preservados.
Contudo, há uma preocupação adicional tangente aos direitos pessoais; dependendo do contexto, uma doutrina conservadora pode restringi-los. Porém, isso pode ser visto em diversos tipos de governo. 
Tendo em vista aspectos observados, concluímos que mudanças ideológicas ocorreram ou expandiram, e foram impostas, cabe aos cidadãos posicionar seus pensamentos, caso aquelas causem insatisfações.",[160  80  40  80  40 400],2018
7.html,ciencia-tecnologia-e-superacao-dos-limites-humanos,Pré-Conceito ,"Desde a pré-história, o homem sempre se utilizou do conhecimento inovador para evoluir. O fogo, a faca, a escrita, os meios de transporte, de comunicação (rádio, tv, internet), entre outros, foram marcos tecnológicos, cada qual a sua época, que facilitaram o processo de evolução da espécie humana. Portanto, é inegável que essas tecnologias trouxeram benefícios à humanidade e, nesse contexto linear, tendem a progredir infinitamente. Entretanto, sempre houve e ainda há pessoas que fizeram e fazem mau uso de tais instrumentos, o que alimenta o medo e a insegurança de parte da sociedade diante do novo.
Aqueles que são contrários ao desenvolvimento tecnológico sustentam suas crenças com base em fatos negativos que afetaram profundamente a humanidade, como, por exemplo, as consequências nefastas do regime nazista na Alemanha. Não se pode desprezar a possibilidade de um revés no uso da ciência e da tecnologia, visto que, em última instância, têm o poder de causar o extermínio da própria humanidade, assim como ocorreu, em menor proporção, com a bomba atômica em Hiroshima. Todavia, prender-se a isso seria ter uma visão pessimista do progresso, tal qual teve a personagem do episódio ""O velho do Restelo"", do livro ""Os Lusíadas"", de Camões.
Já os que defendem o uso da ciência e tecnologia, em uma visão mais otimista, encaram-no como meio de superação dos limites humanos. Esse olhar encontra respaldo no fato de que todos os avanços tecnológicos promovidos pela ciência, em qualquer área, sempre contribuíram para que o ser humano transpusesse suas barreiras pessoais ou do meio em que vive. Como exemplo mais antigo, tem-se a elementar descoberta do fogo, e, na sociedade atual, a utilização da Inteligência Artificial (IA). Prova disso é o uso da IA nas escolas para melhoria do processo de ensino-aprendizagem, na medicina para diagnósticos mais rápidos e eficazes, entre outras áreas, conforme recente matéria publicada no portal de notícias ""G1"".
Portanto, a evolução da humanidade por meio da ciência e tecnologia, atualmente denominada de revolução transumanista, ainda que utopicamente, é algo inerente a sua condição, faz parte da história da sociedade e é um ""caminho sem volta"". Apesar da possibilidade de ser empregada com finalidade diversa, ela (a revolução transumanista) não deve ser vista pelo lado negativo da teoria darwinista, em que só os mais fortes sobrevivem, mas sim pelo lado positivo, científico, que denota a evolução da espécie humana. Será que a humanidade teria sobrevivido se o homem, à época, tivesse se prendido unicamente nos malefícios do fogo?",[ 200  200  200  200  200 1000],2019
3.html,ciencia-tecnologia-e-superacao-dos-limites-humanos,"O avanço tecnológico, um conforto para poucos","O avanço da tecnologia propiciou muitos benefícios à população, seja na indústria, comércio ou na saúde. Porém, muitos países estão muito distantes de atingir tal desenvolvimento.
Enquanto em países desenvolvidos a população tem acesso à modernidade e desfrutam do conforto que ela oferece, grande parte da população mundial sofre com a falta de serviços básicos, como a falta de água potável, saneamento, serviços de saúde pública e até uma simples vacina, que pode causar um problema ainda maior devido a proliferação de doenças.
A desigualdade que vem desde os primórdios prejudica e muitas vezes massacra a camada pobre da sociedade, é um desafio difícil de vencer. Diante de tantas diferenças que existem atualmente, muitos seres humanos menos favorecidos estão sendo eliminados nas filas de espera por tratamento médico ou no caminho do trabalho devido à violência das ruas.
A busca por novas tecnologias é benéfica, pois não se pode negar que muito tem contribuído com a humanidade, porém exige alto investimento que é pago por todos e se torna privilégio de poucos.",[120   0 120 120  80 440],2019
18.html,ciencia-tecnologia-e-superacao-dos-limites-humanos,Assim caminha a humanidade,"A humanidade está fadada a superar seus limites. É assim desde os primórdios. Afinal, não partimos de tecnologias rudimentares à base de pedras lascadas e chegamos à nanotecnologia?
Todavia, infelizmente, os avanços da ciência não contemplam todos. Não é difícil encontrar pessoas sem acesso a coisas básicas, como água tratada, por exemplo; que dirá tecnologias de ponta, então?
Na hipótese de uma eventual revolução transumanista, não seria diferente. Apenas parte da humanidade, aquela parcela de sempre, a que pode pagar, usufruiria dos avanços científicos.
Além, é óbvio, do complexo industrial-militar industrial militar. O antigo sonho do super soldado seria, enfim, por eles realizado. Não causaria surpresa alguma, se outro louco tentasse dominar o mundo com seu super exército.
A história se repete, revolução após revolução. Ingenuidade acreditar que, dessa vez, tudo seria diferente, que não haveria marginalizados e que essa tecnologia não seria mal empregada.",[160 200 200 200 160 920],2019
4.html,ciencia-tecnologia-e-superacao-dos-limites-humanos,Avanços tecnológicos: realidade X especulação,"Vive-se, hoje, uma ""febre da descoberta tecnológica"", grandes empresas, de áreas diversas, disputam o pioneirismo, assim como a patente, dos possíveis avanços científicos. Tal competição tem uma parte voltada para o aperfeiçoamento do corpo humano, com expectativas desafiadoras em alguns pesquisadores, como a associação entre chip e cérebro. A junção corpo-máquina, embora seja possível sob a ótica científica, é improvável que se torne uma revolução a curto e médio prazo, pois a realidade tecnológica e, depois, a social deverão ser superadas.
Em primeiro lugar, é clara a melhora das ferramentas existentes no mundo, as quais são a razão do aumento médio de anos vividos pela população, da democratização da informação, etc. Esses benefícios cresceram de acordo com o vencimento da distância pela alta transmissão de dados e meios de transporte mais rápidos, somados a experimentos maciços. No entanto, a tendência é a estabilização da explosão de inovações, pois, a menos que ocorra outro rompimento histórico à semelhança da Revolução Industrial, um novo padrão quantitativo será estabelecido. Considerando a atualidade um tempo posterior ao pico de criação, nota-se, relacionada à progressão da corroboração organismo-máquina, uma relativa lentidão, percebida em experimentos muito iniciais realizados em bichos. Portanto, diante da complexa biologia animal e do esclarecimento do motivo pela qual as inovações são tão impactantes, uma revolução transumana constitui algo de um futuro distante.
Em segundo lugar, a mudança da ordem hodierna para outra feita por ""ciborgues"" encontraria forte resistência social; primeiro porque há religiões que interpretam a tecnologia como elemento antagônico; segundo, a falta de entendimento por uma porcentagem significativa do povo, como as partes privadas de educação e as interioranas do Brasil, causa medo das ferramentas de última geração; e, terceiro, o potencial de tais itens serem utilizados para manipulação e controle dos indivíduos levaria a sociedade a exigir dos políticos imposições de diversos limites em forma de lei, além de a própria estigmatizar os adeptos da hipotética associação.
Dessa forma, a formação de transumanos é uma hipótese largamente à frente do tempo presente, sendo impedida pelas conjunturas científica e social contemporâneas. A fim de tornar isso claro, o Governo deve publicar, nas diversas mídias, vídeos, escritos e áudios informando o que é verdade e o que é especulação.",[160 200 200 200 160 920],2019
5.html,ciencia-tecnologia-e-superacao-dos-limites-humanos,Evidente é o desenvolvimento,"Evidente é o desenvolvimento da ciência e da tecnologia, que vem ajudando o ser humano desde sua criação. Quanto mais diário os seus usos se tornam, mais à incorporamos. Uma sociedade controlada pela tecnologia criada pode estar mais próxima do que se parece.
Desde a descorta da ciência e a criação da tecnologia, a humanidade esta cada vez mais desenvolvida e com isso o ser humano se deixa mais favorável a à utilização de novas tecnologias todo dia. Sair sem o celular de casa começa a ser deseperador, seu uso ja é tão concreto que a sua não utilização causa a sensação de que falta algo. Se a sua utilização compulsiva nós deixar favorável à implementação de chips e partes robóticas, pode ser o início visível de algo desconhecido assim deixando somente a elite a favor de tal coisa.
Portanto a sua utilização deve ser moderada, e o seu desenvolvimento em laboratórios sempre supervisionado para não a deixarem controlar-los e deixarem sua ganância subir a cabeça e os consumir por completo.",[ 80  80  80  80  80 400],2019
17.html,ciencia-tecnologia-e-superacao-dos-limites-humanos,Revolução transumanista: utopia ou distopia,"No filme ""Capitão América"", após procedimento biológico durante a segunda guerra mundial, um garoto passa a possuir grandes habilidades físicas além da capacidade humana. Embora fruto de ficção, pode-se afirmar que com a evolução dos meios científicos seja cada vez mais perigosa e alcançavel a revolução transumanista. Nesse contexto, é preciso analisar como a dependência das soluções e a segurança das tecnologias influenciam nessa questão.
A princípio, criaria-se uma dependência dessas aplicações. Uma vez que o corpo humano necessita de estímulos para aperfeiçoar determinado aspecto. Por exemplo, ao tomar medicações que aumentem o fluxo de oxigênio para melhorar o desempenho em atividades físicas. Assim, invés de treinar o corpo estaria acostumado a drogas.
Além disso, a segurança das tecnologias são falhas. Dessa forma, qualquer tecnologia pode ser hackeada para uso indiscriminado. Então uma determinada tecnologia vital para o ser humano poderia ser desligada ou usada para outro fim. Portanto, certa população poderia ser dizimada.
Em suma, infere-se que essa revolução seria prejudicial à humanidade devido a insegurança e dependência. Nesse contexto, é necessário que os setores de regulamentação médica criem normas e fiscalizem sua aplicação na sociedade.",[120 120 120 120 160 640],2019
2.html,ciencia-tecnologia-e-superacao-dos-limites-humanos,Existem limites na esfera científica pelo bem da evolução?,"Segundo o empresário Steve Jobs ""a tecnologia move o mundo"". Diante disso, as inovações e evoluções que surgiram nas últimas décadas fizeram com que a sociedade ascendesse de forma surpreendente. No entanto, diversos avanços em setores da ciência desperta preocupações, como Transumanismo, que consiste no aprimoramento da capacidade humana, seja mental ou físico. Portanto, faz-se necessário o debate acerca do tema ciência, tecnologia e superação dos limites humanos.
Mormente, é válido destacar, que a tecnologia tornou-se algo essencial para existência humana. Já que tem total influência, especialmente, na medicina que que, além de tratar e curar doenças, progrediu na área da genética. Tal como, a mesma constitui-se um instrumento de alto valor, visto que doenças hereditárias são antecipadas e a reprodução humana é possibilitada em casos de esterilidade. Logo, o papel que a tecnologia contém no âmbito científico é de extrema importância.
Outrossim Entretanto, a evolução proporcionada pelos avanços tecnológicos despertou o desejo pelo aperfeiçoamento da condição humana, isto é velocidade, capacidade cognitiva e dentre outros. Entretanto, limites éticos são postos em discussão, dado que a junção da espécie humana com a tecnologia constitui-se um risco para a ciência, pois consequências irreversíveis podem surgir. Ademais, a disponibilidade de tamanho aprimoramento não será para todos, posto que o preço a ser cobrado estará acessível apenas para aqueles que têm a devida condição financeira. Dessa forma, é inadmissível que tal evolução ocorra sem um consentimento ético.
Em suma, a sociedade cresceu e tende a evoluir cada vez mais graças a tecnologia. Contudo, é preciso que haja uma supervisão quanto aos progressos. Cabe, então, ao Conselho Internacional para Ciência adotar medidas que limitem projetos com tendência a quebra da ética, por meio de equipes qualificadas. Ademais, deve ser criado um tratado global com a ajuda de representantes de todos os países com o intuito de limitar e aconselhar as fronteiras que podem ser seguidas pelo Transumanismo.",[120 120 120 120 120 600],2019
6.html,ciencia-tecnologia-e-superacao-dos-limites-humanos,O verdadeiro limite humano,"É indiscutível o papel da ciência e tecnologia na construção da atual sociedade pós-moderna assim como no progresso da humanidade e superação dos limites humanos. Entretanto tal progressividade em seu âmbito totalitário é incessantemente corrompido pela natureza humana.
O Transumanismo, termo descrito pela primeira vez pelo biólogo humanista Julian Huxley, consiste em uma atual corrente filosófica que se fundamenta no combate aos limites da capacidade humana por meio da tecnologia assim como na simbiose do homem com a mesma. Desse modo a evolução da humanidade atual não mais se baseia nos pilares da teoria Darwinista da seleção natural passando a fundamentar-se em uma seleção direcionada, que tem como ferramenta a biotecnologia, nanotecnologia, neurociência e engenharias, ou seja, a ciência e tecnologia.
Entretanto desde os primórdios do advento da tecnologia na sociedade global, tem-se predominado a distribuição desigual dos seus benefícios. Tal cenário decorre de uma estruturação social apoiada em uma hierarquia controlada pela mesma minoria que detém o poder sobre ciência e a tecnologia. Como por exemplo, a falta de tratamentos efetivos para as Doenças Tropicais Negligenciadas descritas pela Organização Mundial da Saúde, que afetam as populações mais pobres e tem como uma das causas para sua ausência a falta de investimento em pesquisas voltadas para doenças comuns entre os mais carentes. Juntamente a isso, tem se a descobertas de medicamentos promissores para certas doenças, como tratamentos imunoterápicos, que possuem preço exorbitantes não compatíveis com o seu custo de produção, ficando restritos à uma pequena parcela da população. Sendo assim, apesar da tecnologia direcionar a humanidade à superação de seus limites, há um limite insuperável intrínseco da essência humana: o egoísmo.
Contudo faz-se necessário a construção de valores morais éticos e humanitários visando a democratização ao acesso à tecnologia e seus benefícios, a fim de promover a mitigação dessas desigualdades e caminhar para uma sociedade mais justa e igualitária.",[160 160 200 160 120 800],2019
12.html,ciencia-tecnologia-e-superacao-dos-limites-humanos,Revolução transumanista: uma espada de dois gumes,"É notório que o desenvolvimento tecnológico vem crescendo muito ao longo do tempo, principalmente após a revolução industrial. Tal desenvolvimento busca sempre melhorias para a vida do ser humano, mas muitas vezes não se observa isso na pratica.
Cabe mencionar que graças ao avanço tecnológico, principalmente no ramo da biotecnologia varias enfermidades que antes eram intratáveis torna-se hoje tratáveis, podemos citar como exemplo a radiação sendo utilizada para matar as células cancerígenas, sendo assim esse procedimento hoje é muito utilizado no tratamento de várias espécies de câncer. Podemos citar como exemplo também o HIV que é uma doença incurável, mas graças ao avanço da biotecnologia, há remédios que podem reduzir drasticamente a progressão da doença. Então, no que tudo indica, a revolução do transumanismo é só questão de tempo.
Entretanto a de se pensar qual será o preço dessa tecnologia, em que a ciência garantira a saúde, a juventude e a imortalidade. Será que todos terão condições financeiras para adquirir tal tecnologia ou vai ser algo onde os ricos viveram para sempre, enquanto os pobres que não tem condições para adquirirem, viverão mendigando cada segundo por algo que não poderão ter. o filme ""O preço do amanhã"" daria uma boa ideia de como possa ser essa nova sociedade futurista, onde e a sociedade é bem dividida entre os pobres, que trabalham, e os ricos, dominantes, sendo que só os ricos teriam viva eterna. 
Feitas as devidas reflexões, percebe-se que o avanço da tecnologia é indispensável para a melhoria de vida da humanidade. mas o ponto chave é torna tau tecnologia acessível a todos. Para isso precisa-se que os governos invistam mais no desenvolvimento tecnológico e não apenas os grandes capitalistas que só visam o lucro. Para quem sabe assim, o governo possa através de suas políticas torna tau tecnologia acessível a todas as classes sociais.",[120 120 120 120 120 600],2019
0.html,ciencia-tecnologia-e-superacao-dos-limites-humanos,A Mitologênese,"Na antiguidade, a atribuição de super-poderes à seres mitológicos foi de suma importância para a manutenção de uma ordem em um contexto religioso, haja vista que o receio desses seres influenciava o comportamento dos indivíduos. Sob tal ótica, é fato que no imaginário humano, a ânsia da possibilidade de adquirir habilidades anormais persiste desde os povos antigos. Não obstante, na contemporaneidade, com o avanço científico, a capacidade de alterar genes e permitir tais habilidades se tornou realidade, assim, de que modo a superação dos limites humanos afetaria a sociedade?
A priori, deve-se pontuar que, apesar da tecnologia ser vista como progressiva e benéfica, uma vez que seu uso está sujeito aos valores de uma sociedade, os efeitos podem ocasionar diversos malefícios. Em um episódio da série Black Mirror, o exército de um estado é submetido aos efeitos de um chip implantado nos indivíduos em que, ao distorcer a visão destes, facilitava a execução de um genocídio. Analogamente, partindo do pressuposto de que a imposição de poder já é recorrente na sociedade, seja pelo capital ou por força bélica, a ausência de limites para a biotecnologia seria capaz de agravar conflitos e ocasionar atrocidades.
Em segundo plano, vale ressaltar que a transcendência dos limites humanos intensificaria a desigualdade social. No Manifesto Comunista, Marx e Engels explicitam, através de uma análise histórica, a presença da luta de classes nos diversos períodos, em que a dinâmica de um grupo dominar outro sempre foi vigente. Desta forma, além de já haver uma diferença entre os grupos sociais, a obtenção de atributos para uma parte da sociedade, ou somente para indivíduos com poder aquisitivo, seria determinante para a segregação entre humanos.
Em suma, depreende-se que a superação dos limites humanos, por meio das novas tecnologias, afetaria negativamente a sociedade em diversos âmbitos, permitindo a inferiorização de grupos sociais e destilação de violência. Assim, o Ministério da Educação deve incluir no material didático de filosofia atividades de discussão e reflexão acerca da tecnologia e seus limites, visando estimular o senso crítico dos discentes no que tange os efeitos sociais da biotecnologia. Destarte, estas tecnologias tenderão a ser limitadas, e a superação dos limites humanos se manterão, somente, na mitologia e no imaginário humano.",[160 160 160 160 120 760],2019
1.html,ciencia-tecnologia-e-superacao-dos-limites-humanos,Mundo moderno e suas tecnologias,"Ao se falar em tecnologia, devemos observar alguns seguimentos que vem se destacando e ganhando espaço no mundo contemporâneo. Nesse sentido, podemos destacar a revolução do transumanismo. Tecnologia que poderá garantir aos seres humanos uma qualidade de vida melhor através de implantações de chip no corpo humano.
A priori, a implantação dessa tecnologia, que se concentra em um chip, irá garantir ao ser humano um aperfeiçoamento em diversas áreas da vida, como por exemplo, na capacidade física, intelectual, psicológica e emocional. Dessa forma, melhorando expressivamente sua qualidade e prolongando seus anos de vida. Tal feito iria gerar uma grande revolução na história da humanidade.
A posteriori, devemos nos atentar ao público limitado que terá acesso a esse tecnologia. Certamente, o chip e sua implantação terá um valor elevado, fora do alcance da maioria da população, o que irá suscitar uma potencialização na desigualdade social que já assola nossa sociedade nos dias atuais, fazendo com que o público de maior poder aquisitivo tenha mais poder sobre as demais parcelas da população.
Com os dados supramencionados, infere-se, portanto, que a tecnologia é imprescindível para o desenvolvimento e qualidade humana, entretanto, a maioria delas são de alto custo financeiro, fazendo com que a população de classe baixa e média não tenha acesso a determinado tipos de serviços. Sob essa ótica, cabe ao Poder Público garantir que esse grupo de pessoas, com menor poder aquisitivo, tenha acesso a tais tecnologias. Dessa forma, todos, sem distinção, poderão usufruir das inovações e benefícios que a tecnologia proporciona ao mundo contemporâneo.",[120  80 120 120 120 560],2019
